Date,Ticker,Open,High,Low,Close,Volume
2023-04-03,TSLA,100.68554587345506,99.41982371162516,99.52389973894921,100.74507122951685,2336737
2023-04-04,TSLA,97.296407437691,101.67887211494639,99.41809388189799,100.53767477776007,4532549
2023-04-05,TSLA,100.48481994357682,99.98268927182608,99.34764613380186,101.50920758491111,4060006
2023-04-06,TSLA,103.54118421812998,100.1839881681941,102.12590806042535,103.79375236952315,2978281
2023-04-07,TSLA,102.19473912547329,100.18743743167181,102.52416214898126,103.44252230743814,4961586
2023-04-10,TSLA,104.72372817594601,103.18748676533714,103.23164829493167,103.09131687201437,3377074
2023-04-11,TSLA,104.02999471731482,105.97958109871843,108.78205796230745,105.46013609527546,3797753
2023-04-12,TSLA,106.17124370230783,104.80265493879601,105.75205175073965,106.61128818900482,2090805
2023-04-13,TSLA,106.03781718738848,107.18426152765714,105.49170123577618,105.9070766101024,4232380
2023-04-14,TSLA,108.16218996454747,103.39787655094342,106.1777590010906,106.72091667548135,4011851
2023-04-17,TSLA,104.58992798508322,105.89363053896803,108.57928728790327,106.02579013626266,1249474
2023-04-18,TSLA,106.49035925806223,102.90516310638236,107.4893085867238,105.32719550590727,4849452
2023-04-19,TSLA,105.70037197427591,104.386466697652,103.58383320659051,105.69013891325632,4010087
2023-04-20,TSLA,101.83870989522167,102.91501588890245,102.89932885398292,102.82021854626961,1260116
2023-04-21,TSLA,100.69494527176334,98.51201506693216,98.86984040275482,100.23284179750007,3968462
2023-04-24,TSLA,99.58847019921208,98.62029941517896,99.33277375137769,99.38941050363862,2892064
2023-04-25,TSLA,97.26994694597818,99.88274944156586,97.81065154414549,97.87016382313698,4042146
2023-04-26,TSLA,98.4113369070199,97.18775108298358,96.46496721007789,98.34153482202989,3618137
2023-04-27,TSLA,96.5941851118863,98.65088293287835,98.01158816518281,96.97949870874807,1019975
2023-04-28,TSLA,94.97456050199638,92.60162944742989,94.66880160286316,94.86104315674513,1157795
2023-05-01,TSLA,97.72164698464852,98.11912466595803,97.98406688753755,97.05951631012746,4562223
2023-05-02,TSLA,98.306868675543,99.60398910071345,97.58984431426228,96.72085185939765,2257949
2023-05-03,TSLA,95.58432866760269,91.87885516617496,97.44048841336682,96.82214416642954,4026217
2023-05-04,TSLA,96.81805526176562,93.09123137616841,94.24075434384193,94.68502188710936,2024939
2023-05-05,TSLA,91.91636000079909,95.02259205468268,94.82594504364855,93.86844780032159,4342861
2023-05-08,TSLA,93.8830465898508,93.6287409128004,91.52331943373935,94.03483168488638,3971981
2023-05-09,TSLA,92.8966585252375,93.05063306549555,94.09755592319193,92.30834131875292,4850241
2023-05-10,TSLA,93.15288021400647,91.6639179728398,93.24563163459415,92.87188834627143,2343862
2023-05-11,TSLA,91.34823079157263,92.14410988633904,92.85039242794159,91.97093031139323,4959076
2023-05-12,TSLA,91.32526743634604,91.22203521591916,88.63943391799585,91.53338968670332,4734340
2023-05-15,TSLA,90.13782883370038,92.96639389167883,90.23772021533607,90.63082976835922,4321765
2023-05-16,TSLA,92.81988228817842,93.91808873172505,91.34555796618535,93.40924704512263,1388076
2023-05-17,TSLA,94.23860330503675,94.06420653216614,96.36012195408968,93.38900120801573,3757160
2023-05-18,TSLA,92.15945030054692,90.97868088233693,91.26833428284336,91.80243481458187,1690493
2023-05-19,TSLA,92.343342587476,92.06103973459167,91.25699059148978,93.03625218273666,4065333
2023-05-22,TSLA,92.10458658321338,90.33987033214088,91.04041872922927,91.20498670778012,3717499
2023-05-23,TSLA,91.82558162116386,92.30718638504385,89.38732135015655,91.51828210028725,4109244
2023-05-24,TSLA,89.39163903330656,87.73680795282706,89.61335381466834,88.5787769144676,1622605
2023-05-25,TSLA,87.21612668304357,87.16604755491278,83.7678029607488,86.58649784111995,1725495
2023-05-26,TSLA,86.05279468400157,91.03259129221452,82.28399344768513,86.88178969492364,2345766
2023-05-29,TSLA,87.42930852471979,89.73173897178013,88.71516668579606,87.98948956491675,4586008
2023-05-30,TSLA,88.99383559182496,87.59449492236602,89.13754702950324,88.2465419867017,3198611
2023-05-31,TSLA,88.6834398285528,90.47549740744724,85.16630060888394,88.07306956311935,1761985
2023-06-01,TSLA,87.60051242577126,86.8052632736923,84.46226972827398,87.62141401973541,3297574
2023-06-02,TSLA,85.52095841749305,81.32738196382857,86.44935108849081,85.40363103418427,2880901
2023-06-05,TSLA,85.60152961738062,82.30769209975739,85.16423835578392,84.3238647215922,4247248
2023-06-06,TSLA,83.0413351763167,79.89132272310081,84.19647578287353,83.63290656515252,2960826
2023-06-07,TSLA,85.76568728565093,84.51556293639828,87.90749092654944,85.2185899044809,3682712
2023-06-08,TSLA,85.53182468639969,85.77085409721269,87.57132123180197,85.73401733883358,3844664
2023-06-09,TSLA,82.87177590256228,86.44233173034006,85.09773863929362,83.08945710578949,3613275
2023-06-12,TSLA,84.67435991186888,84.22943780741001,85.11117819008993,83.57558305988168,2378369
2023-06-13,TSLA,83.82337598824523,82.55975858163947,83.06732941403077,82.9979596392572,3423970
2023-06-14,TSLA,82.7960862747989,83.64138780116524,81.51414717372522,81.98257663879826,3090212
2023-06-15,TSLA,84.2055698792139,78.4778204540438,79.79909008643142,82.90009107205957,2036548
2023-06-16,TSLA,84.46759419743626,84.91781947202062,86.44329843728107,84.4465903558035,3241984
2023-06-19,TSLA,86.52546350577275,87.38524092225173,83.87486573752462,85.84351053447779,1152999
2023-06-20,TSLA,84.27441749305038,81.62751175808414,85.01266193809485,84.58468424964383,1348619
2023-06-21,TSLA,84.44503203835546,86.40837377228087,84.21979310517189,84.12086568586702,1061367
2023-06-22,TSLA,84.48761777860467,85.29475364796117,83.26812184863914,84.61776083297235,1753315
2023-06-23,TSLA,86.1780744886486,85.2505026958543,88.32652256678048,86.08107852365589,1405804
2023-06-26,TSLA,85.95747419232488,86.62788089910053,84.59749767451986,85.36231716688796,4005334
2023-06-27,TSLA,84.26560801865875,89.62521441750103,84.75092428546611,85.08382870189223,3854190
2023-06-28,TSLA,85.51671351656864,83.78805875100018,82.4394237128669,83.42432624088319,2284382
2023-06-29,TSLA,80.62399892326249,82.12645747736286,81.05167901694655,81.6300163047622,4001738
2023-06-30,TSLA,81.63461642556574,81.93008323927299,77.93820475853168,82.84880503835348,4853321
2023-07-03,TSLA,86.04127595470977,83.18347634228013,86.15864504971235,84.88316508120971,2093314
2023-07-04,TSLA,85.56681259280215,86.43582153192772,85.83714380884285,84.77514989883922,3654837
2023-07-05,TSLA,86.90456906272942,84.56828159385952,87.52673029852679,86.28044924567726,4490061
2023-07-06,TSLA,87.45124879251298,86.9660357576875,87.93385752156921,86.8229032832487,4484239
2023-07-07,TSLA,85.84297687849411,84.89990875781079,87.12999790595406,85.85522365134102,2042377
2023-07-10,TSLA,85.50006268811781,87.35527671109642,84.01928399738853,86.39731705960364,3299484
2023-07-11,TSLA,88.78017646749632,89.37169611987649,85.86336341332289,88.7043719093026,1382729
2023-07-12,TSLA,87.97347113912555,90.72571273915347,89.79212543813662,88.65063285063766,2911627
2023-07-13,TSLA,91.97271806777643,89.97756553664918,92.66230948056713,90.99759833435867,4257181
2023-07-14,TSLA,86.92092329672192,86.52823080763731,86.12514956545125,87.06798067822406,2068392
2023-07-17,TSLA,87.47533723799438,86.34330700322228,89.40528052334884,88.30083443478689,1959744
2023-07-18,TSLA,88.11001919549115,87.54281851699193,87.16554140163312,88.43140503714415,1923780
2023-07-19,TSLA,88.39582546572097,88.73749499753505,87.57704796974275,87.98289401144535,3866451
2023-07-20,TSLA,87.55681062344463,89.63451240953931,91.15202340624307,88.12053517624861,2465291
2023-07-21,TSLA,84.31696140878083,83.294851155992,82.04417140168714,85.13918180434726,4103232
2023-07-24,TSLA,85.05336118408292,86.54888581280233,81.21791862639995,84.809673972591,3468152
2023-07-25,TSLA,85.59030940096734,88.05661854746853,86.5709202108274,85.34534282985862,1213567
2023-07-26,TSLA,87.05524072159976,88.3890537034183,88.33758701684286,87.5621838969709,4660661
2023-07-27,TSLA,86.3137402639421,90.53837019467655,86.2130477881106,86.78477856956042,3693075
2023-07-28,TSLA,85.80408810257826,84.02445976701348,84.90312458524659,85.57203816522063,2942811
2023-07-31,TSLA,83.37131825834652,82.330093193221,83.50231405449819,84.81940259984384,3313336
2023-08-01,TSLA,84.78504200202039,82.63506527858839,82.17209669886424,86.19250577639694,1298090
2023-08-02,TSLA,85.96718821963404,89.67772106386485,87.03952689587457,86.68563244088648,1317348
2023-08-03,TSLA,85.67754498352407,87.19972344794404,87.48758662431283,85.89099213523592,2231534
2023-08-04,TSLA,86.97180085050395,86.54972394308504,89.41953174093501,86.66089328490595,4086308
2023-08-07,TSLA,88.28186582587756,87.36644686156765,88.26836968881184,86.80650960892801,2326283
2023-08-08,TSLA,89.11713671792937,86.0084990001306,88.32573104047493,88.25947709472734,1092324
2023-08-09,TSLA,87.04645892394788,92.09790141314497,83.61728172687573,87.20639745391131,3320688
2023-08-10,TSLA,86.69588802611197,86.97334659796512,87.750126832087,86.71490423401467,2805808
2023-08-11,TSLA,85.12421263967862,86.34553159352622,85.67916610103863,86.12674200431643,2320567
2023-08-14,TSLA,83.91295644612585,85.38300282991563,83.96431537426375,83.93146958211824,1026155
2023-08-15,TSLA,84.08699135879498,85.33766846118854,81.99886345081894,84.37564999771512,1341815
2023-08-16,TSLA,85.08995146632303,85.2150009545432,79.71336805423769,84.76723290598494,2689755
2023-08-17,TSLA,83.94767214739632,83.19395418005801,85.83664063678928,84.77490309094864,1460494
2023-08-18,TSLA,84.9423689051271,85.36595910515791,85.40190127592237,84.42302239088592,3246533
2023-08-21,TSLA,83.83270519081287,86.06401527076036,80.21164452367215,82.2999662778103,4277419
2023-08-22,TSLA,81.5602381452054,84.35983838597221,80.30521531440964,81.66899829366226,4622138
2023-08-23,TSLA,81.55663824097104,84.34129977215089,77.46151186740003,81.1549265188721,3540476
2023-08-24,TSLA,80.64165460675078,78.9290792621773,78.78365424438773,79.95151061503967,1034707
2023-08-25,TSLA,79.30836157565483,77.73037240702351,80.42816622911478,79.70958204754066,1937841
2023-08-28,TSLA,80.53975081457288,80.06408449256317,79.13434867137785,80.31565833276247,2567053
2023-08-29,TSLA,83.15752958536005,83.25638700915565,80.92753002341244,83.14493718457825,2916545
2023-08-30,TSLA,83.50448000237485,85.59518694076792,81.76583954143129,83.40680390382602,4867592
2023-08-31,TSLA,83.0201197060547,80.40820023048053,82.77858142769557,83.79312948991017,4848702
2023-09-01,TSLA,83.70597079051987,86.74056125518214,81.54811123708261,83.68146061626092,3843940
2023-09-04,TSLA,81.3013020845578,80.48728799615438,78.46471261242101,80.80330379331235,1353299
2023-09-05,TSLA,82.21467658793358,79.9097708402437,77.99921499806348,80.76353298013854,4932441
2023-09-06,TSLA,81.81314912113527,78.82966954452974,79.55645851987079,80.85387829505007,2207068
2023-09-07,TSLA,86.70192392128956,81.23902812004646,84.88297762441171,84.548741463778,2522688
2023-09-08,TSLA,83.49285245371827,85.90654118453014,83.96677264373967,84.26020001660632,1170102
2023-09-11,TSLA,85.58484166682742,84.85915696448355,82.29950309709002,84.71252103010674,1394274
2023-09-12,TSLA,84.84379538128722,82.08053157606676,86.29432471752334,84.66045337554887,1217285
2023-09-13,TSLA,85.09723925233725,80.31727877499233,82.17008970137377,82.90743631911957,2386980
2023-09-14,TSLA,83.81337225553696,83.95010114231185,85.40834816554683,84.62167054089211,2208052
2023-09-15,TSLA,84.9098482477415,89.08761314050106,85.69208044405264,85.74957008992227,3855994
2023-09-18,TSLA,86.33672536504281,86.41693530775963,84.37921428527224,86.93611801048684,4119940
2023-09-19,TSLA,83.44814110398492,82.56575092205851,85.18983869225492,85.57203682829473,4306656
2023-09-20,TSLA,87.15047327301811,87.18474216652699,87.58335519838657,87.67622829469887,2713136
2023-09-21,TSLA,84.81431903895677,85.02800456101512,88.2931639824703,85.57345170051046,3947762
2023-09-22,TSLA,86.60413112768705,81.05996405532771,84.96123020915641,86.45373734121085,3393293
2023-09-25,TSLA,90.081176755703,89.63083104689021,88.44845241764368,89.73942077992584,4040267
2023-09-26,TSLA,90.12978713144568,87.79174723181244,83.92710684561888,88.2536162922298,4789289
2023-09-27,TSLA,88.35459353601169,88.79658242745248,88.01972616773163,87.40416969782564,4842323
2023-09-28,TSLA,86.9767430897947,91.25155893534779,87.11534609012922,87.5536467454571,2297076
2023-09-29,TSLA,85.90001859293444,89.05156332337832,86.2996658968613,86.7984332642828,2738993
2023-10-02,TSLA,84.96435728919012,83.93466073657395,81.31753155815666,84.47243811768361,2180887
2023-10-03,TSLA,83.25504937287201,82.3622307624093,84.76587364466654,84.57528257989264,2807610
2023-10-04,TSLA,84.81328577515784,88.1285466158032,82.42378395776281,82.98182700930349,1245546
2023-10-05,TSLA,84.87165577597754,83.81065252328524,82.47642263582318,83.69221565525626,4342461
2023-10-06,TSLA,81.84390365180084,82.34093788773144,81.93986105759284,82.31307930390555,3748385
2023-10-09,TSLA,82.92484638234099,84.58973073721187,85.53084814053292,84.63798091143187,4715288
2023-10-10,TSLA,84.81697334709293,83.85927049446322,83.0749209871309,83.4631009729275,2924401
2023-10-11,TSLA,82.86546885336637,82.6912878747711,80.83274519889945,82.98000869861899,2896220
2023-10-12,TSLA,85.43810083664695,83.05296051091302,86.25331512349561,84.20028452467349,4138744
2023-10-13,TSLA,80.75956039122819,81.26027016754178,82.08804870172881,82.35398805002256,1146470
2023-10-16,TSLA,82.09580292897498,82.62967141149676,84.0954195818071,82.69517795192876,3741470
2023-10-17,TSLA,84.66113578307058,83.56904254108487,82.26579882550271,84.6558920833524,2367223
2023-10-18,TSLA,82.2916478252753,80.81897566615623,85.29104104107812,82.24466723151056,2055146
2023-10-19,TSLA,82.07155254782977,82.7344784746928,83.6394617138522,82.52161801930902,3428081
2023-10-20,TSLA,83.53429214302915,82.40148777583994,82.15701846055262,82.91144221068166,4679126
2023-10-23,TSLA,83.01655608896502,87.092162495513,80.95312845987894,84.08417651834762,4644843
2023-10-24,TSLA,82.0863709670092,76.92681083524447,82.36025097417647,82.2287504520305,1079141
2023-10-25,TSLA,80.36836116411597,82.43107923624899,81.35846458579047,80.24806553240407,1012115
2023-10-26,TSLA,81.54541671488818,83.52314826582469,77.26866374194825,81.03097788082943,4184790
2023-10-27,TSLA,82.1880697687681,77.3296744258629,84.37248269151169,81.47645489067921,3906495
2023-10-30,TSLA,80.72755207436015,81.16681897803733,86.24980607943819,81.85219416619802,4774077
2023-10-31,TSLA,80.83775230970787,81.6289847484519,81.49183758033682,82.37186648044349,2343276
2023-11-01,TSLA,82.62950621997426,78.53680600864011,82.35593784678098,81.35182939807575,3487631
2023-11-02,TSLA,82.03252395579683,80.14457656863549,83.74267557807867,81.70020994381724,2574833
2023-11-03,TSLA,81.39133211720872,79.91866696283361,80.72310575916657,82.13981865376527,3927337
2023-11-06,TSLA,82.61944350224825,84.57283241357297,80.58069009918331,81.06829152672572,3048891
2023-11-07,TSLA,83.98262792773572,85.73831007973779,84.99511055491632,83.86695329344286,3494838
2023-11-08,TSLA,85.75699985887437,87.12081286479885,87.13831147215232,84.57770267481054,2170439
2023-11-09,TSLA,82.85826591041666,84.23409155709302,81.04583277244627,82.79074742900656,1796657
2023-11-10,TSLA,85.83632576683928,81.51747429952285,82.47517548603997,83.7755778419573,4646804
2023-11-13,TSLA,84.06889617905954,81.26451480405679,82.51190706417509,82.31355533661633,1647296
2023-11-14,TSLA,83.24521809375094,84.47293136468585,79.80090825013468,83.49418224223001,2549302
2023-11-15,TSLA,86.20364656169546,82.78781999295721,87.37224514339341,85.2320756107411,4122951
2023-11-16,TSLA,84.64642808279869,85.42704899355833,87.05210247506302,84.00105213321355,4824284
2023-11-17,TSLA,86.81474788461237,84.96546553076375,86.82993246684251,85.44611632708002,2678687
2023-11-20,TSLA,85.10036425690467,85.31564610238559,86.15645975019578,86.06528771748478,1800101
2023-11-21,TSLA,87.98442941747494,88.72029789388348,86.81169905883112,87.2983779574765,2959406
2023-11-22,TSLA,91.20199191830702,91.0320940544295,90.62603954717008,90.14356743145743,2683541
2023-11-23,TSLA,88.01674577103002,89.05355292581497,89.07137446442454,89.77548525745313,2819822
2023-11-24,TSLA,87.46162249825112,90.96354061764539,91.14795985929779,88.64488101091689,2044257
2023-11-27,TSLA,85.2713771887185,85.1484827112788,84.42308015833208,87.3106093664786,3145472
2023-11-28,TSLA,85.8174871045859,87.31876515291897,86.25119629581559,86.08689393903045,1964918
2023-11-29,TSLA,86.68878363070526,87.15744389084607,83.73664971173304,85.9712413749093,1496758
2023-11-30,TSLA,87.98532638923028,85.86387645850627,85.79751864437884,86.48296933713425,2195225
2023-12-01,TSLA,86.97210031654906,87.55027158061353,85.98449909782173,86.89800553612929,2173930
2023-12-04,TSLA,89.76739595525461,85.63655325691272,86.99924584921891,88.13878040968332,3709449
2023-12-05,TSLA,86.77818178928528,90.00633728591399,87.26286612746554,88.15828324750018,4927453
2023-12-06,TSLA,88.635201923881,89.96878009035018,89.05313884350106,90.33858436323615,1448625
2023-12-07,TSLA,89.88605141448261,88.89615307234115,87.28329405311436,89.94159911337923,1028625
2023-12-08,TSLA,94.40591831220296,96.11987131493743,93.62881052386071,94.02185286326365,3833552
